hit_id,particle_id,tx,ty,tz,tpx,tpy,tpz,weight
69951,801644650682122240,-206.386,-462.725,-1224.5,-0.581021,-1.66782,-4.27243,1.13476e-05
69952,517919042422448130,-143.421,-376.839,-1224.5,0.166258,-0.0852892,-0.199988,     0
69953,864699168650694657,-184.218,-405.325,-1224.5,-0.24924,0.104758,-0.229104,     0
69954,0,-177.87,-442.272,-1224.5,-48243.2,-510775,-858360,     0
69955,779125827911548928,-178.607,-460.598,-1224.5,-0.247964,-1.03499,-2.61057,7.68346e-06
69956,112597549826703360,-225.147,-622.458,-1215.5,-0.26764,-0.177591,-0.558814,4.06655e-06
69957,0,-210.711,-552.177,-1215.5,152804,-863357,-480902,     0
69958,63059328315162624,-247.563,-597.623,-1215.5,-0.35699,-1.35535,-2.62615,1.25048e-05
69959,301747703384113152,-211.822,-550.03,-1215.5,-0.618173,-1.11611,-2.59769,9.15373e-06
69960,909727537045700608,-258.154,-586.845,-1215.5,-0.176213,-0.871591,-1.66434,8.34685e-06
69961,180145153342705665,-192.746,-527.301,-1215.5,-0.0820668,0.279472,-0.0771908,5.47348e-06
69962,4538234243645440,-230.596,-509.975,-1215.5,-0.360408,-1.21011,-2.65535,9.84915e-06
69963,0,-242.628,-580.3,-1215.5,-421551,-578225,-698535,     0
69964,0,-204.415,-609.742,-1215.5,77223.8,133917,-987979,     0
69965,0,-97.3355,-311.987,-1218.5,-13711.5,-233254,-972319,     0
69966,810650956583665664,-111.17,-281.38,-1218.5,-1.37942,-3.73257,-16.1647,1.61367e-05
69967,671047408313958400,-86.769,-295.311,-1218.5,-0.0279243,-0.413227,-1.64634,3.73711e-06
69968,4506348406439936,-117.687,-292.717,-1218.5,-0.0655526,-0.422133,-1.63809,4.06655e-06
69969,662032512477822976,-115.215,-349.056,-1218.5,-0.642769,-1.59547,-5.64247,1.82674e-05
69970,337772239795519488,-145.536,-348.699,-1218.5,-0.162055,-0.112857,-0.609622,6.19367e-06
69971,828664667898380288,-104.175,-317.331,-1218.5,0.000826011,-0.29136,-1.05699,3.48394e-06
69972,67554750341586946,-88.3916,-296.778,-1218.5,0.145289,0.0686619,-0.166407,1.72538e-05
69973,954764770269986816,-117.104,-367.245,-1218.5,-0.347377,-0.705247,-2.43507,6.74192e-06
69974,873714133189525504,-95.1642,-301.792,-1218.5,-0.146158,-0.153257,-0.7965,4.06655e-06
69975,648521988507176961,-85.0024,-264.671,-1218.5,-0.306324,0.185111,-0.0911796,     0
69976,0,-87.264,-239.055,-1218.5,30466.2,49941.3,-998287,     0
69977,734102132424179712,-97.6532,-258.733,-1218.5,-0.132152,-0.576027,-2.60041,5.68057e-06
69978,211674542605598720,-113.854,-345.226,-1218.5,-0.392525,-0.847346,-3.14318,8.55872e-06
69979,851198883831742464,-127.052,-310.48,-1218.5,-0.335702,-1.08058,-4.05824,1.51959e-05
69980,418849746191384576,-136.819,-475.781,-1221.5,-0.157511,-0.0366494,-0.0541244,8.87338e-06
69981,0,-146.934,-503.951,-1221.5,-212260,-128079,-968783,     0
69982,459369842051383296,-151.603,-466.616,-1221.5,-0.177156,-0.0829305,-0.438399,8.57124e-06
69983,4508341271265280,-153.875,-475.267,-1221.5,-0.352951,-0.638467,-1.76146,6.01855e-06
69984,657531386751614976,-166.823,-494.718,-1221.5,-0.329216,-0.50166,-1.39254,4.77811e-06
69985,153122868383715329,-138.408,-526.655,-1221.5,-0.112342,-0.239321,-0.36977,8.6269e-06
69986,211686018791792642,-106.016,-458.74,-1221.5,-0.157961,-0.0602068,-0.248112,8.2161e-06
69987,873704168865398784,-167.257,-611.087,-1218.5,-0.258267,-0.244698,-0.650355,3.73711e-06
69988,229686810811301888,-156.241,-555.158,-1218.5,-0.190524,-0.0666103,-0.372447,6.19367e-06
69989,639511696842424320,-137.926,-600.785,-1218.5,-0.259884,-0.333749,-0.80963,3.73711e-06
69990,49544543703400448,-183.715,-641.137,-1218.5,-0.298836,-0.324183,-0.77775,5.15097e-06
69991,801646437388517376,-177.106,-649.01,-1218.5,-0.183921,0.0527826,-0.230935,8.87338e-06
69992,211674611325075456,-136.555,-610.536,-1218.5,0.051605,-0.617168,-1.19561,4.27655e-06
69993,815153662857838592,-171.993,-547.939,-1218.5,-0.131675,0.117703,-0.186929,6.56826e-06
69994,0,-154.987,-542.702,-1218.5,46697.3,-695930,-716589,     0
69995,67554750341586946,-91.0065,-298.008,-1215.5,0.145639,0.0675752,-0.166674,8.6269e-06
69996,0,-54.5544,-298.952,-1215.5,-31449.1,-466382,-884024,     0
69997,896216875602542592,-79.2286,-354.884,-1215.5,-0.15141,-0.193148,-0.778376,4.92966e-06
69998,648521988507176961,-74.8441,-270.64,-1215.5,-0.310369,0.178466,-0.0911456,     0
69999,225185547646140416,-77.0268,-313.869,-1215.5,-0.0891197,-0.757701,-2.84786,4.95739e-06
70000,864707002654261248,-76.215,-266.41,-1215.5,-0.0689364,-0.53139,-2.31871,3.64926e-06
70001,671047408313958400,-86.7181,-294.557,-1215.5,-0.0281498,-0.413942,-1.64623,3.73711e-06
70002,153127884888735744,-94.2961,-365.941,-1215.5,-0.181112,-0.279534,-1.06644,3.73711e-06
70003,409830864625598464,-52.4322,-288.566,-1215.5,-0.214428,-0.698975,-2.99789,5.09699e-06
70004,662032718636253184,-73.6691,-372.768,-1215.5,-0.159138,-0.229792,-0.857699,4.92966e-06
70005,225206575806021632,-68.5138,-381.545,-1215.5,-0.168955,-0.211777,-0.755716,4.06655e-06
70006,27022353678467072,-61.8527,-289.249,-1215.5,-0.125429,-1.02864,-4.22614,7.50127e-06
70007,454865967546105856,-69.1025,-241.548,-1215.5,-0.128997,-0.729741,-3.58061,5.17754e-06
70008,225182867586547712,-68.5328,-269.647,-1215.5,-0.106289,-0.735281,-3.20212,5.60817e-06
70009,707065622533505024,-71.785,-247.592,-1215.5,-0.0279511,-0.367287,-1.70726,3.73711e-06
70010,153131320879362050,-109.7,-369.703,-1215.5,0.0638761,-0.225639,-0.2188,1.72538e-05
70011,166637171942359040,-62.0181,-313.599,-1215.5,-0.23152,-0.699364,-2.78532,4.15779e-06
70012,734099864681447424,-67.6187,-331.703,-1215.5,0.0673668,-0.179734,-0.645242,4.92966e-06
70013,265714851916021760,-56.8741,-466.411,-1224.5,-0.180004,-0.355851,-1.02349,4.06655e-06
70014,153136406120632321,-102.909,-526.912,-1224.5,0.163019,0.0425062,-0.223449,4.88237e-06
70015,4512258281439232,-79.5958,-412.479,-1224.5,-0.01734,-0.738018,-2.13474,5.14756e-06
70016,103589594691276801,-64.2433,-494.715,-1224.5,0.0842482,-0.265796,-0.327029,     0
70017,873705199657549824,-62.8853,-423.494,-1224.5,-0.200367,-0.477161,-1.47602,3.60131e-06
70018,0,-80.7412,-399.337,-1224.5,6080.38,-49402.2,-998760,     0
70019,153132557813153792,-80.115,-440.535,-1224.5,-0.163912,-0.164887,-0.61122,3.48394e-06
70020,27043313118871552,-83.9578,-432.441,-1224.5,-0.152973,-0.102791,-0.455419,4.92966e-06
70021,220703869531848704,-81.5021,-581.229,-1215.5,0.126413,-0.297919,-0.647376,5.03236e-06
70022,878216220988407808,-76.5829,-553.687,-1215.5,-0.157949,0.0398887,-0.220511,8.87338e-06
70023,301745847958241280,-57.1683,-567.21,-1215.5,0.0897776,-0.76186,-1.60794,4.64077e-06
70024,747617260650110978,-138.919,-685.098,-1215.5,0.034157,-0.260993,-0.262354,     0
70025,292757752718032896,-73.1654,-646.987,-1215.5,0.160447,-0.169785,-0.385454,8.2161e-06
70026,779126515106316288,-132.057,-646.163,-1215.5,0.0405055,-0.756438,-1.37917,7.2014e-06
70027,391817428205576194,-71.905,-574.249,-1215.5,-0.0603151,0.110383,-0.0634678,     0
70028,454868647605698560,-112.104,-688.59,-1215.5,0.145083,-0.343225,-0.623835,5.09606e-06
70029,63050944539000832,-42.4079,-312.405,-1218.5,-0.218374,-0.948007,-3.76186,6.14796e-06
70030,864694770587402240,-43.4808,-379.007,-1218.5,-0.126539,-0.146523,-0.589842,4.43669e-06
70031,743120051934072833,-39.4297,-264.407,-1218.5,-0.0346853,-0.208272,-0.0914708,     0
70032,0,-38.6966,-293.477,-1218.5,80918.6,148502,-985596,     0
70033,112591502512750592,-19.2265,-278.893,-1218.5,0.018376,-0.909481,-3.96027,6.74877e-06
70034,153154410606755840,-29.349,-318.749,-1218.5,-0.0937692,-0.148268,-0.618623,3.22733e-06
70035,4545655963922434,-20.6944,-331.768,-1218.5,0.0405079,-0.246592,-0.129828,8.6269e-06
70036,49544749861830656,-21.8471,-328.084,-1218.5,0.0447823,-0.788597,-2.94048,6.04734e-06
70037,139626912891797504,-30.3288,-259.708,-1218.5,-0.136199,-0.493138,-2.41635,3.30367e-06
70038,166641844866777088,-40.366,-355.048,-1218.5,0.0648222,-0.372418,-1.26596,4.92966e-06
70039,0,-28.6138,-286.796,-1218.5,157422,-428281,-889828,     0
70040,0,-24.9448,-272.257,-1218.5,115619,-288671,-950422,     0
70041,409830864625598464,-52.647,-289.265,-1218.5,-0.213957,-0.698932,-2.99785,5.09699e-06
70042,0,-54.9811,-352.638,-1218.5,-365204,-601262,-710710,     0
70043,432346457580765184,-20.1911,-506.584,-1221.5,-0.193309,-1.1009,-2.71091,7.47152e-06
70044,220676862777491456,-6.32506,-461.547,-1221.5,0.128458,-0.601715,-1.59858,4.41295e-06
70045,0,-46.1366,-520.164,-1221.5,-367024,-439117,-820043,     0
70046,0,-23.6718,-568.35,-1218.5,196519,-252132,-947528,     0
70047,229693476600545280,-46.1604,-643.529,-1218.5,-0.202066,-0.241183,-0.565502,3.48394e-06
70048,306245118258577408,-42.2463,-548.076,-1218.5,0.136396,-0.260965,-0.631859,3.02482e-06
70049,0,-6.28922,-575.505,-1218.5,310856,-613402,-726021,     0
70050,180152575046201346,-41.5394,-607.644,-1218.5,-0.181112,-0.0289656,-0.268005,1.23873e-05
70051,0,-39.6484,-625.749,-1218.5,-148835,-401990,-903467,     0
70052,301745847958241280,   -57,-568.631,-1218.5,0.0900844,-0.760958,-1.6082,4.64077e-06
70053,779127752056897536,-39.7468,-607.013,-1218.5,-0.224734,-0.715868,-1.49934,5.27548e-06
70054,153134825572667393,-40.8298,-661.287,-1218.5,-0.250469,-0.130378,-0.261065,8.6269e-06
70055,211691172718968832,-0.902777,-647.335,-1218.5,-0.182014,-0.23959,-0.537213,3.48394e-06
70056,783627846990954496,-11.6871,-300.851,-1215.5,-0.117745,-0.681316,-2.80441,5.34861e-06
70057,0,10.2846,-339.842,-1215.5,-407519,-601860,-686799,     0
70058,824159212845137920,-12.1187,-282.4,-1215.5,-0.102408,-0.347217,-1.52962,4.43669e-06
70059,153137299457048576,1.97465,-366.685,-1215.5,0.113348,-0.184733,-0.662075,4.43669e-06
70060,680044299647188992,-15.2328,-309.899,-1215.5,-0.104881,-0.302987,-1.24976,3.48394e-06
70061,274725281002950657,1.83082,-294.494,-1215.5,-0.0632808,-0.289256,-0.329566,5.45443e-06
70062,684548242871943168,2.87077,-241.401,-1215.5,-0.0629207,-0.430186,-2.1833,3.73711e-06
70063,432349756115648512,-2.8574,-372.999,-1215.5,-0.111383,-0.432254,-1.44335,4.06655e-06
70064,49544681142353920,12.5562,-352.988,-1215.5,-0.0858741,-0.373271, -1.31,4.92966e-06
70065,765612486408798208,8.48739,-312.321,-1215.5,-0.0695453,-0.628823,-2.44544,4.21734e-06
70066,211680589919551488,-13.8355,-283.041,-1215.5,-0.00710581,-1.79605,-7.70224,2.64904e-05
70067,54046631502282752,-10.8284,-267.07,-1215.5,0.0576399,-0.438672,-2.00447,6.23538e-06
70068,495400700654649344,18.0307,-492.805,-1224.5,0.18185,-0.98314,-2.48014,7.32038e-06
70069,0,54.6458,-512.644,-1224.5,406614,-432085,-804964,     0
70070,738592469192540160, 42.45,-427.326,-1224.5,-0.0491188,-0.779232,-2.2082,5.08115e-06
70071,117112213289828352,47.8703,-427.99,-1224.5,-0.0732754,-0.456263,-1.29472,3.48394e-06
70072,878203714043641856,14.6139,-521.241,-1224.5,0.165807,-0.525584,-1.27427,4.41515e-06
70073,306248348073984000,8.83957,-542.131,-1224.5,0.173677,-1.09191,-2.51677,8.77738e-06
70074,153148363309584385,  32.1,-453.655,-1224.5,-0.167878,0.085658,-0.198941,8.94642e-06
70075,211686774672457728,17.6267,-622.65,-1215.5,-0.176897,-0.0915694,-0.316564,9.85932e-06
70076,274721913731809280,5.40375,-580.345,-1215.5,0.168507,-0.104886,-0.356397,6.19367e-06
70077,292757683998556160,15.3768,-594.892,-1215.5,-0.155,-0.304062,-0.674812,5.03236e-06
70078,851182872193662976,29.7953,-652.712,-1215.5,-0.18739,0.0130004,-0.0831504,7.47422e-06
70079,662035879732183040,21.859,-621.986,-1215.5,-0.1636,-0.35884,-0.742964,3.22733e-06
70080,211691172718968832,0.110332,-645.998,-1215.5,-0.181164,-0.23976,-0.537538,3.48394e-06
70081,923240741109497856,41.4236,-692.943,-1215.5,-0.161457,-0.620248,-1.10547,6.37287e-06
70082,292734250656989184,48.1716,-574.89,-1215.5,-0.133265,-0.438341,-0.958549,3.02482e-06
70083,0,20.0654,-622.136,-1215.5,-222055,-598006,-770117,     0
70084,301761859596320768,24.2143,-311.041,-1218.5,0.101971,-0.14665,-0.660265,4.06655e-06
70085,22526038315630592,52.9587,-324.823,-1218.5,0.233635,-0.854691,-3.27619,5.65399e-06
70086,229684543068569600,20.0017,-246.351,-1218.5,-0.00690608,-0.806607,-4.00081,7.01309e-06
70087,4530468942774272,53.344,-312.058,-1218.5,0.125932,-0.186641,-0.831685,3.73711e-06
70088,851182734754709504,43.9715,-388.097,-1218.5,0.126047,-2.11284,-6.65466,2.06514e-05
70089,468378759293042688,26.1546,-356.257,-1218.5,-0.0856753,-0.284842,-0.988772,4.43669e-06
70090,535931722911449088,20.9331,-269.327,-1218.5,0.106474,-0.335114,-1.57867,6.23538e-06
70091,418840331623071744,35.1951,-250.633,-1218.5,0.126938,-0.388364,-1.98587,3.22733e-06
70092,734097459499761664,46.4898,-329.294,-1218.5,0.347967,-1.77015,-6.57643,1.25218e-05
70093,873727739645919232,42.8581,-257.523,-1218.5,0.00185672,-0.418505,-1.93048,4.92966e-06
70094,495397745717149696,48.8685,-297.08,-1218.5,-0.0128094,-0.4485,-1.8289,4.06655e-06
70095,797140295140507648,40.5438,-275.023,-1218.5,0.0965832,-1.20596,-5.3046,6.93177e-06
70096,851187132801220608,38.8858,-363.845,-1218.5,0.30799,-3.88683,-13.1008,2.51618e-05
70097,58549062898548736,54.0919,-403.486,-1221.5,-0.0795137,-0.238526,-0.740948,3.48394e-06
70098,418858542301192194,80.3174,-404.494,-1221.5,0.0250036,-0.160514,0.181446,1.60094e-05
70099,4508272551788544,83.0001,-465.845,-1221.5,0.296814,-0.879736,-2.38016,5.45957e-06
70100,0,76.0306,-399.999,-1221.5,-194643,-389219,-900346,     0
70101,648525355727978496,86.125,-430.462,-1221.5,-0.0235339,-0.534157,-1.46763,3.3975e-06
70102,225183142464454656,62.8782,-397.69,-1221.5,0.14622,-0.19943,-0.716278,4.06655e-06
70103,851187201520697344,86.9265,-456.655,-1221.5,0.543218,-2.13355,-5.80987,1.38896e-05
70104,499901620222427136,88.8126,-460.463,-1221.5,0.166072,-0.168068,-0.57889,3.22733e-06
70105,117112213289828352,48.0415,-426.932,-1221.5,-0.0736185,-0.45637,-1.29474,3.48394e-06
70106,747603448018501632,88.0555,-440.154,-1221.5,0.191322,-0.277343,-0.890104,2.83958e-06
70107,837673516420562944,105.526,-528.007,-1221.5,-0.0306279,-0.617983,-1.3876,4.90225e-06
70108,837691933240328192,65.7193,-424.376,-1221.5,0.226767,-0.71634,-2.15681,6.46923e-06
70109,409836705781121024,79.5387,-442.874,-1221.5,-0.0875579,-0.264114,-0.721503,3.48394e-06
70110,418836002312830978,124.444,-612.643,-1218.5,-0.16112,-0.0253563,-0.0576989,1.72538e-05
70111,220689644600164352,119.502,  -655,-1218.5,-0.165543,-0.153771,-0.355103,3.73711e-06
70112,4508203832311808,89.319,-550.887,-1218.5,0.663318,-5.09618,-11.2282,1.86856e-05
70113,27031768263569410,89.3427,-570.417,-1218.5,-0.130508,-0.103027,-0.175281,1.41259e-05
70114,558456730434928640,119.009,-544.574,-1218.5,-0.154959,-0.0800986,-0.275401,6.56826e-06
70115,711590044162326528,138.696,-681.619,-1218.5,-0.0748998,-0.628712,-1.10068,4.29366e-06
70116,27039602267127808,74.3147,-286.334,-1215.5,0.230026,-0.545231,-2.40444,3.98508e-06
70117,49541932363284480,78.5059,-347.282,-1215.5,-0.0288924,-0.331137,-1.1232,4.06655e-06
70118,657534135530684416,58.9075,-308.659,-1215.5,0.154496,-0.314678,-1.32539,3.73711e-06
70119,90077283947118592,68.0052,-351.632,-1215.5,0.177625,-0.408537,-1.52242,4.06655e-06
70120,648521988507185154,101.743,-335.768,-1215.5,0.171529,-0.0537218,-0.100043,     0
70121,27029431784570880,67.0352,-307.226,-1215.5,-0.00969482,-0.388177,-1.49294,3.48394e-06
70122,432350030993555456,78.307,-267.717,-1215.5,0.0392479,-0.417625,-1.8431,3.22733e-06
70123,0, 87.24,-333.531,-1215.5,-71006.5,-796540,-600401,     0
70124,968279486162272256,59.0537,-322.245,-1215.5,0.149009,-0.306863,-1.25783,3.73711e-06
70125,558456730434928640,120.698,-543.692,-1215.5,-0.154695,-0.0814301,-0.275285,5.09606e-06
70126,292748406869196800,137.606,-580.175,-1215.5,0.170706,-1.50179,-3.08785,9.81318e-06
70127,571964849257447424,152.074,-647.281,-1215.5,-0.106564,-0.387124,-0.718687,5.09606e-06
70128,270218382823915520,159.612,-619.638,-1215.5,0.249431,-0.198315,-0.55699,3.22733e-06
70129,22518754067881986,157.627,-566.996,-1215.5,0.200409,-0.0940559,-0.139252,9.92685e-06
70130,0,138.927,-646.828,-1215.5,66927.2,-439520,-895736,     0
70131,418836002312830978,132.976,-611.178,-1215.5,-0.160781,-0.0301577,-0.0566214,8.6269e-06
70132,54046562799595522,143.142,-563.603,-1215.5,-0.299866,-0.00993141,-0.0765395,     0
70133,301752719905914880,140.993,-572.282,-1215.5,0.374429,-0.78822,-1.75671,8.19739e-06
70134,752101962404593664,148.011,-658.503,-1215.5,0.342168,-0.636544,-1.27355,6.96055e-06
70135,923241359601569793, 143.4,-537.784,-1215.5,-0.127513,-0.0824602,-0.111561,1.98537e-05
70136,117110151722311682,121.163,-523.647,-1224.5,-0.209978,0.00989865,-0.274684,     0
70137,0,105.32,-382.196,-1224.5,-79755.6,-840328,-536179,     0
70138,851186651764883456,138.297,-514.54,-1224.5,0.19518,-0.162325,-0.559791,3.48394e-06
70139,153131733179432960,96.9498,-394.82,-1224.5,0.466591,-1.39502,-4.42032,1.13073e-05
70140,369297574642847745,134.192,-509.486,-1224.5,0.201873,0.124085,-0.257147,1.76477e-05
70141,4508135112835072,119.569,-410.052,-1224.5,0.408446,-0.957049,-2.98064,6.52231e-06
70142,517925295861268480,92.7536,-244.779,-1218.5,0.120051,-0.224744,-1.07449,5.03236e-06
70143,364799747434741760,139.858,-360.68,-1218.5,0.259117,-0.362665,-1.38667,1.72538e-05
70144,432350030993555456,78.3706,-268.397,-1218.5,0.0389564,-0.417616,-1.84303,3.22733e-06
70145,864712087895539712,109.914,-310.805,-1218.5,0.0723033,-0.470294,-1.77401,4.64308e-06
70146,639525303315607554,121.261,-360.036,-1218.5,-0.132924,-0.205557,-0.176389,     0
70147,954769443194404864,77.4366,-246.884,-1218.5,0.213989,-0.423774,-2.21375,3.73711e-06
70148,648521988507185154,106.873,-337.423,-1218.5,0.170463,-0.0561038,-0.10031,     0
70149,297237781564882944,95.7659,-288.368,-1218.5,-0.00775118,-0.243162,-0.976559,3.73711e-06
70150,27054514410360833,264.863,-627.735,-1218.5,-0.177817,-0.11023,-0.210637,1.41259e-05
70151,27022010081083392,194.685,-535.813,-1218.5,0.329561,-0.425451,-1.12761,3.20572e-06
70152,851192355481452544,225.73,-603.089,-1218.5,0.38839,-0.503188,-1.17936,6.28959e-06
70153,4504011944230912,213.946,-605.982,-1218.5,0.442746,-1.79853,-3.51905,1.6213e-05
70154,238701363050053632,263.999,-608.199,-1218.5,0.111319,0.230302,-0.167467,6.56826e-06
70155,747604822408036352,246.167,-617.241,-1218.5,0.278975,-0.18039,-0.571766,3.48394e-06
70156,4524352909344768,160.117,-398.049,-1221.5,0.192862,-0.810755,-2.39177,5.02079e-06
70157,648525561903198210,218.383,-486.798,-1221.5,-0.134303,-0.0808757,-0.139428,1.41259e-05
70158,0,190.047,-499.485,-1221.5,292344,-374890,-879768,     0
70159,4506829442777088,167.536,-467.783,-1221.5,0.362849,-0.585464,-1.67461,5.28959e-06
70160,0,131.413,-370.535,-1221.5,-318811,-800964,-506770,     0
70161,734097390780284928,179.033,-477.132,-1221.5,0.270296,-1.1393,-2.78923,7.7429e-06
70162,355785882390757376,173.72,-449.166,-1221.5,-0.115631,-0.103547,-0.296217,7.55881e-06
70163,0,190.521,-452.141,-1221.5,-133903,-479898,-867046,     0
70164,238695934211391488,179.932,-377.53,-1221.5,-0.0652911,-0.145801,-0.429481,7.04869e-06
70165,364793493979140097,179.677,-388.116,-1221.5,-0.0761975,-0.143009,-0.192169,9.92685e-06
70166,0,192.531,-420.686,-1221.5,-41197.5,251239,-967048,     0
70167,0,167.228,-420.989,-1221.5,-167909,-681009,-712765,     0
70168,837676608797016064,136.985,-311.936,-1215.5,-0.0145069,-0.207719,-0.715116,4.43669e-06
70169,864699993267634176,196.108,-339.806,-1215.5,0.894767,-1.32722,-4.94019,9.6095e-06
70170,157627636225409024,120.624,-225.269,-1215.5,0.441817,-0.658864,-3.77469,5.102e-06
70171,779129676202246144,175.369,-313.485,-1215.5,0.0290983,-0.268717,-0.88683,4.43669e-06
70172,0,122.695,-250.262,-1215.5,-70581.5,238258,-968634,     0
70173,265714233440731136,116.766,-244.848,-1215.5,0.391331,-1.00704,-4.83197,1.10843e-05
70174,103586021244928000,107.184,-234.045,-1215.5,0.0673737,-0.321513,-1.55308,3.48394e-06
70175,22525625998770176,138.648,-258.889,-1215.5,0.223992,-0.59423,-2.63171,4.2812e-06
70176,743103215645491200,190.17,-338.151,-1215.5,0.29088,-0.746981,-2.49996,6.03896e-06
70177,409832926209900544,124.703,-256.6,-1215.5,0.318202,-0.46531,-2.38787,4.14583e-06
70178,4527582724751360,159.69,-329.009,-1215.5,0.146482,-0.0688305,-0.502558,5.45443e-06
70179,261209946618593280,125.546,-242.209,-1215.5,0.00675112,-0.191141,-0.825537,4.06655e-06
70180,495402556080521216,164.276,-346.159,-1215.5,0.25055,-0.787711,-2.62974,8.82109e-06
70181,4540089669517312,247.411,-520.806,-1215.5,0.923001,-2.2926,-5.13296,3.5637e-05
70182,743097718087352320,287.383,-566.75,-1215.5,0.23099,-0.0579924,-0.408006,5.09606e-06
70183,801644307084738560,274.989,-548.8,-1215.5,1.31224,-2.23726,-5.13512,1.54846e-05
70184,0,277.052,-582.616,-1215.5,-151685,91840.7,-984153,     0
70185,225192557032767488,242.612,-516.699,-1215.5,-0.127691,-0.109102,-0.279901,8.2161e-06
70186,157627155205853185,237.081,-532.645,-1215.5,0.131736,0.126828,-0.0951595,1.23873e-05
70187,63050669661093888,259.638,-479.816,-1215.5,0.0554615,-0.422125,-0.938299,5.15097e-06
70188,873746568782544896,248.452,-440.194,-1224.5,0.0455792,-0.37081,-0.878293,3.73711e-06
70189,4540158388994048,231.729,-388.771,-1224.5,0.359833,-0.400225,-1.54528,6.73799e-06
70190,873702794492645377,228.353,-431.637,-1224.5,0.20656,-0.589435,-0.85068,4.49277e-06
70191,707073319114899456,227.637,-427.423,-1224.5,0.0940246,-0.477132,-1.21907,3.02482e-06
70192,711575956686381058,253.567,-454.572,-1224.5,-0.114553,-0.15639,-0.173699,     0
70193,873705130938073088,221.928,-381.918,-1224.5,0.501837,-0.613537,-2.17535,4.43093e-06
70194,711585646115815424,218.361,-445.605,-1224.5,0.0837966,-0.490209,-1.20207,4.07897e-06
70195,864699993267634176,197.738,-342.222,-1224.5,0.893902,-1.32566,-4.93958,9.6095e-06
70196,27033898550558720,186.73,-255.247,-1218.5,0.405693,-0.394289,-2.14898,4.09444e-06
70197,864699993267634176,196.652,-340.612,-1218.5, 0.896,-1.32655,-4.94006,9.6095e-06
70198,364793837559742464,140.394,-209.299,-1218.5,0.412193,-0.485981,-3.03827,4.25465e-06
70199,779127339740037120,145.633,-211.303,-1218.5,0.215524,-0.440701,-2.32977,4.06655e-06
70200,585470562898280448,224.139,-322.149,-1218.5,0.119751,-0.37185,-1.20732,6.23538e-06
70201,851181841418293249,195.67,-293.347,-1218.5,-0.106267,-0.125261,-0.0816534,     0
70202,932246222377320448,218.322,-323.838,-1218.5,0.227031,-0.139002,-0.811467,4.06655e-06
70203,364795349388230656,162.758,-278.388,-1218.5,0.416315,-0.89749,-3.71285,5.78857e-06
70204,774619548224585728,194.246,-267.779,-1218.5,0.209091,-0.129259,-0.883844,4.06655e-06
70205,0,133.997,-227.1,-1218.5,708676,-333673,-621644,     0
70206,873705268377026560,127.536,-205.403,-1218.5,1.03828,-1.54393,-9.38087,1.10585e-05
70207,328764147187580928,133.103,-213.787,-1218.5,0.123872,-0.336729,-1.72256,3.48394e-06
70208,292742978030534656,215.452,-325.76,-1218.5,0.332349,-0.698795,-2.44137,1.29383e-05
70209,27029569223524352,139.818,-207.304,-1218.5,0.242822,-0.494037,-2.6757,3.77651e-06
70210,45037164504809472,145.191,-224.018,-1218.5, 0.155,-0.371041,-1.82801,3.73711e-06
70211,878205913066897408,341.454,-505.258,-1218.5,0.448651,-0.349067,-1.11862,5.67441e-06
70212,864691815649902592,342.371,-482.646,-1218.5,0.2347,-0.0336212,-0.429551,5.15097e-06
70213,0,345.087,-527.615,-1218.5,-50917.1,-300548,-952407,     0
70214,860196118762356736,318.23,-503.92,-1218.5,0.549259,-0.537075,-1.55024,7.24628e-06
70215,562952427322474496,369.982,-582.502,-1218.5,-0.0244795,-0.327332,-0.555753,5.03236e-06
70216,4524284189868032,308.665,-419.621,-1221.5,0.65788,-0.646751,-2.15024,6.80637e-06
70217,851181910120988672,331.427,-424.206,-1221.5,0.499584,-0.892506,-2.34187,5.98546e-06
70218,49544612422877184,282.628,-390.951,-1221.5,0.649006,-0.666803,-2.34771,6.85278e-06
70219,684564391948976128,237.898,-311.897,-1221.5,0.0474072,-0.24134,-0.758436,4.06655e-06
70220,0,270.672,-423.941,-1221.5,510193,-528929,-678187,     0
70221,337773201868193792,304.758,-422.78,-1221.5,0.286794,-0.653569,-1.69936,4.79781e-06
70222,0,251.839,-330.124,-1221.5,26970.7,-307449,-951182,     0
70223,851193180115173376,321.799,-424.408,-1221.5,-0.160369,-0.0378695,-0.1898,7.04869e-06
70224,27039877161816065,374.585,-502.068,-1215.5,-0.0208333,-0.210828,-0.221788,4.92966e-06
70225,171136991998509056,351.094,-446.994,-1215.5,0.16351,-0.475505,-1.07202,3.81344e-06
70226,166641707444617218,408.979,-508.736,-1215.5,-0.0715142,-0.313587,-0.453484,7.06296e-06
70227,153131870618386432,399.271,-443.568,-1215.5,0.380432,-0.16446,-0.811576,6.56826e-06
70228,211676054434086912,422.252,-499.397,-1215.5,0.110379,0.156847,-0.202592,7.04869e-06
70229,0,411.957,-523.6,-1215.5,421393,-200768,-884375,     0
70230,301749352651554816,242.572,-273.781,-1215.5,0.0526119,-0.217757,-0.717332,4.43669e-06
70231,409832239015133184,160.302,-203.282,-1215.5,0.21408,-0.149305,-1.18592,3.73711e-06
70232,707065691252981760,243.218,-267.652,-1215.5,0.104658,-0.270087,-0.955453,4.92966e-06
70233,684564391948976128,237.524,-309.957,-1215.5,0.0476052,-0.246408,-0.757748,6.23538e-06
